#Seq	Cat	Imp	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
7432	C020249	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.14
7433	C020255	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.22
7434	C020261	003	0	0.80	3	2.70	2.70	3.1	7	7	0.80	-0.30	0.27	0.27	0.27	-0.27	0.45	0.45	0.45	0.16	0.39	0.16	0.1	0.39	1.90	4	0.10	0.80	0.54	0.54	0.47	0.47	0.61
7435	C020265	003	0	1.30	2	1.30	1.30	1.3	2	2	0.80	-0.80	0.67	0.67	0.65	-0.65	0.67	0.67	0.67	-0.65	0.65	-0.65	-0.6	0.65	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.87
7436	C020268	003	0	0.10	1	0.20	0.20	0.2	2	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	0.00	0.10	0.00	0	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.67
7437	C020278	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.01
7438	C020285	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.29
7439	C020298	003	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.14
7440	C020300	003	0	0.50	1	0.50	0.50	0.6	1	2	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.35	0.35	-0.50	0.50	-0.25	-0.3	0.25	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.18
7441	C020302	003	0	0.00	0	0.80	0.80	0.9	3	3	0.40	0.20	0.00	0.00	0.00	0.00	0.28	0.28	0.28	0.27	0.27	0.27	0.3	0.27	0.80	3	0.20	0.40	0.28	0.28	0.27	0.27	0.69
7442	C020303	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.15
7443	C020306	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.34
7444	C020307	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.20
7445	C020308	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7446	C020318	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	0.80
7447	C020319	003	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.98
7448	C020327	003	0	0.70	2	0.90	0.90	1	4	5	0.50	-0.50	0.38	0.38	0.35	-0.35	0.28	0.25	0.25	-0.12	0.22	-0.10	0	0.18	0.20	2	0.00	0.10	0.10	0.10	0.10	0.10	0.57
7449	C020330	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7450	C020333	003	0	0.00	0	1.00	1.00	1.1	2	3	0.80	0.00	0.00	0.00	0.00	0.00	0.58	0.48	0.48	0.50	0.50	0.33	0.3	0.33	1.00	2	0.00	0.80	0.58	0.58	0.50	0.50	0.58
7451	C020334	003	0	0.00	0	0.40	0.40	0.5	1	2	0.40	0.00	0.00	0.00	0.00	0.00	0.40	0.28	0.28	0.40	0.40	0.20	0.2	0.20	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.86
7452	C020339	003	0	5.20	6	5.20	5.20	5.4	6	6	0.90	-0.90	0.87	0.87	0.87	-0.87	0.87	0.87	0.87	-0.87	0.87	-0.87	-0.9	0.87	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	0.95
7453	C020348	003	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.09
7454	C020352	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7455	C020353	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7456	C020355	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.30
7457	C020357	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	0.97
7458	C020359	003	0	0.30	1	0.50	0.50	0.5	2	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.25	0.25	0.25	-0.05	0.25	-0.05	0	0.25	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.74
7459	C020362	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.18
7460	C020364	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.35
7461	C020367	003	0	0.00	0	0.00	0.00	0	0	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7462	C020369	003	0	0.00	0	0.80	0.80	1.1	4	6	0.40	0.00	0.00	0.00	0.00	0.00	0.23	0.19	0.19	0.20	0.20	0.13	0.1	0.13	0.80	4	0.00	0.40	0.23	0.23	0.20	0.20	0.23
7463	C020373	003	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.70
7464	C020374	003	0	2.30	4	2.40	2.40	2.5	5	5	0.90	-0.90	0.64	0.64	0.58	-0.58	0.58	0.58	0.58	-0.44	0.48	-0.44	-0.4	0.48	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.69
7465	C020376	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.92
7466	C020378	003	0	2.20	3	2.20	2.20	2.3	3	3	0.90	-0.90	0.74	0.74	0.73	-0.73	0.74	0.74	0.74	-0.73	0.73	-0.73	-0.7	0.73	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.93
7467	C020379	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.25
7468	C020382	003	0	0.40	1	0.70	0.70	0.7	3	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.26	0.26	0.26	-0.03	0.23	-0.03	0	0.23	0.30	2	0.10	0.20	0.16	0.16	0.15	0.15	0.70
7469	C020385	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.93
7470	C020386	003	0	0.50	2	1.60	1.60	1.8	6	6	0.70	-0.30	0.25	0.25	0.25	-0.25	0.34	0.34	0.34	0.10	0.27	0.10	0.1	0.27	1.10	4	0.10	0.70	0.37	0.37	0.28	0.28	0.52
7471	C020388	003	0	0.00	0	0.20	0.20	0.2	1	2	0.20	0.00	0.00	0.00	0.00	0.00	0.20	0.14	0.14	0.20	0.20	0.10	0.1	0.10	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.75
7472	C020390	003	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.89
7473	C020391	003	0	1.20	2	1.20	1.20	1.2	2	2	0.80	-0.80	0.63	0.63	0.60	-0.60	0.63	0.63	0.63	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.92
7474	C020393	003	0	0.00	0	0.80	0.80	0.8	1	1	0.80	0.80	0.00	0.00	0.00	0.00	0.80	0.80	0.80	0.80	0.80	0.80	0.8	0.80	0.80	1	0.80	0.80	0.80	0.80	0.80	0.80	1.25
7475	C020396	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.19
7476	C020397	003	0	0.10	1	1.00	1.00	1.1	5	5	0.40	-0.10	0.10	0.10	0.10	-0.10	0.23	0.23	0.23	0.16	0.20	0.16	0.1	0.20	0.90	4	0.10	0.40	0.25	0.25	0.23	0.23	0.54
7477	C020400	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.16
7478	C020401	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.40
7479	C020402	003	0	0.60	1	0.60	0.60	0.6	1	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.35	0.35	-0.60	0.60	-0.20	-0.1	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.33
7480	C020403	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.46
7481	C020404	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.51
7482	C020405	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.52
7483	C020406	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.27
7484	C020407	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.44
7485	C020408	003	0	0.60	2	0.80	0.80	0.9	3	3	0.40	-0.40	0.32	0.32	0.30	-0.30	0.28	0.28	0.28	-0.13	0.27	-0.13	-0.1	0.27	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.75
7486	C020409	003	0	0.80	1	1.80	1.80	2	4	4	0.80	-0.80	0.80	0.80	0.80	-0.80	0.54	0.54	0.54	0.05	0.45	0.05	0	0.45	1.00	3	0.10	0.70	0.42	0.42	0.33	0.33	0.69
7487	C020410	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.03
7488	C020411	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.36
7489	C020413	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7490	C020414	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.30
7491	C020416	003	0	0.00	0	0.30	0.30	0.3	1	3	0.30	0.00	0.00	0.00	0.00	0.00	0.30	0.17	0.17	0.30	0.30	0.10	0.1	0.10	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.62
7492	C020419	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.20
7493	C020420	003	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.25
7494	C020423	003	0	0.00	0	0.70	0.70	0.7	1	1	0.70	0.70	0.00	0.00	0.00	0.00	0.70	0.70	0.70	0.70	0.70	0.70	0.7	0.70	0.70	1	0.70	0.70	0.70	0.70	0.70	0.70	1.32
7495	C020424	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7496	C020426	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.40
7497	C020428	003	0	0.90	1	1.00	1.00	1	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.64	0.64	0.64	-0.40	0.50	-0.40	-0.3	0.50	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.78
7498	C020430	003	0	0.90	1	1.00	1.00	1	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.64	0.64	0.64	-0.40	0.50	-0.40	-0.3	0.50	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.89
7499	C020432	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7500	C020435	003	0	0.90	1	1.00	1.00	1	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.64	0.64	0.64	-0.40	0.50	-0.40	-0.3	0.50	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.64
7501	C020436	003	0	0.40	1	0.90	0.90	1	2	2	0.50	-0.40	0.40	0.40	0.40	-0.40	0.45	0.45	0.45	0.05	0.45	0.05	0	0.45	0.50	1	0.40	0.50	0.50	0.50	0.50	0.50	0.72
7502	C020439	003	0	0.30	1	0.30	0.30	0.3	1	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.21	0.21	-0.30	0.30	-0.15	-0.1	0.15	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.90
7503	C020442	003	0	1.10	3	1.60	1.60	1.9	5	6	0.60	-0.60	0.42	0.42	0.37	-0.37	0.37	0.34	0.34	-0.12	0.32	-0.10	-0.1	0.27	0.50	2	0.00	0.40	0.29	0.29	0.25	0.25	0.57
7504	C020446	003	0	0.30	1	0.30	0.30	0.4	1	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.21	0.21	-0.30	0.30	-0.15	-0.1	0.15	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.81
7505	C020448	003	0	0.10	1	0.70	0.70	0.8	2	3	0.60	-0.10	0.10	0.10	0.10	-0.10	0.43	0.35	0.35	0.25	0.35	0.17	0.1	0.23	0.60	1	0.00	0.60	0.60	0.60	0.60	0.60	0.77
7506	C020450	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.26
7507	C020452	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.38
7508	C020456	003	0	1.70	5	2.30	2.30	2.8	7	9	0.60	-0.60	0.37	0.37	0.34	-0.34	0.37	0.32	0.32	-0.16	0.33	-0.12	-0.1	0.26	0.60	2	0.00	0.50	0.36	0.36	0.30	0.30	0.58
7509	C020465	003	0	0.50	2	0.90	0.90	1	3	3	0.40	-0.40	0.29	0.29	0.25	-0.25	0.33	0.33	0.33	-0.03	0.30	-0.03	0	0.30	0.40	1	0.10	0.40	0.40	0.40	0.40	0.40	0.55
7510	C020475	003	0	1.80	2	1.80	1.80	1.8	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.04
7511	C020480	003	0	0.00	0	0.10	0.10	0.2	1	3	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.06	0.06	0.10	0.10	0.03	0	0.03	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	1.03
7512	C020508	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.09
7513	C020509	003	0	0.40	1	0.40	0.40	0.4	1	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.28	0.28	-0.40	0.40	-0.20	-0.2	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.12
7514	C020510	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.33
7515	C020522	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.46
7516	C020531	003	0	0.10	1	1.80	1.80	1.9	4	4	0.70	-0.10	0.10	0.10	0.10	-0.10	0.50	0.50	0.50	0.40	0.45	0.40	0.4	0.45	1.70	3	0.10	0.70	0.57	0.57	0.57	0.57	0.78
7517	C020536	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.19
7518	C020549	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.10
7519	C020556	003	0	0.40	1	0.50	0.50	0.5	2	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.29	0.29	-0.15	0.25	-0.15	-0.1	0.25	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.80
7520	C020559	003	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.90
7521	C020561	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.03
7522	C020562	003	0	0.40	2	0.40	0.40	0.5	2	2	0.30	-0.30	0.22	0.22	0.20	-0.20	0.22	0.22	0.22	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.75
7523	C020564	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7524	C020573	003	0	0.60	1	1.10	1.10	1.2	2	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.55	0.45	0.45	-0.05	0.55	-0.03	0	0.37	0.50	1	0.00	0.50	0.50	0.50	0.50	0.50	0.55
7525	C020582	003	0	0.10	1	0.30	0.30	0.4	2	4	0.20	-0.10	0.10	0.10	0.10	-0.10	0.16	0.11	0.11	0.05	0.15	0.03	0	0.08	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.55
7526	C020586	003	0	2.30	6	2.40	2.40	2.6	7	7	0.60	-0.60	0.43	0.43	0.38	-0.38	0.40	0.40	0.40	-0.31	0.34	-0.31	-0.3	0.34	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.49
7527	C020590	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.72
7528	C020592	003	0	1.70	3	3.00	3.00	3.5	7	14	0.90	-0.90	0.64	0.64	0.57	-0.57	0.53	0.37	0.37	-0.06	0.43	-0.03	0	0.21	1.30	4	0.00	0.80	0.43	0.43	0.33	0.33	0.62
7529	C020593	003	0	1.40	2	1.40	1.40	1.5	2	3	0.80	-0.80	0.71	0.71	0.70	-0.70	0.71	0.58	0.58	-0.70	0.70	-0.47	-0.5	0.47	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.90
7530	C020594	003	0	1.70	3	1.70	1.70	1.8	3	3	0.70	-0.70	0.57	0.57	0.57	-0.57	0.57	0.57	0.57	-0.57	0.57	-0.57	-0.6	0.57	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.79
7531	C020606	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.20
7532	C020607	003	0	0.00	0	0.90	0.90	0.9	1	1	0.90	0.90	0.00	0.00	0.00	0.00	0.90	0.90	0.90	0.90	0.90	0.90	0.9	0.90	0.90	1	0.90	0.90	0.90	0.90	0.90	0.90	1.42
7533	C020613	003	0	0.20	2	1.10	1.10	1.3	5	5	0.40	-0.10	0.10	0.10	0.10	-0.10	0.25	0.25	0.25	0.14	0.22	0.14	0.1	0.22	0.90	3	0.10	0.40	0.31	0.31	0.30	0.30	0.59
7534	C020620	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.97
7535	C020622	003	0	2.40	4	2.80	2.80	3	6	6	0.80	-0.80	0.65	0.65	0.60	-0.60	0.54	0.54	0.54	-0.33	0.47	-0.33	-0.3	0.47	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.68
7536	C020625	003	0	0.50	1	0.60	0.60	0.7	2	3	0.50	-0.50	0.50	0.50	0.50	-0.50	0.36	0.29	0.29	-0.20	0.30	-0.13	-0.1	0.20	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.68
7537	C020633	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.83
7538	C020653	003	0	1.60	3	2.10	2.10	2.3	4	4	0.80	-0.80	0.59	0.59	0.53	-0.53	0.57	0.57	0.57	-0.28	0.53	-0.28	-0.2	0.53	0.50	1	0.20	0.50	0.50	0.50	0.50	0.50	0.73
7539	C020663	003	0	1.90	5	1.90	1.90	2.2	5	6	0.60	-0.60	0.42	0.42	0.38	-0.38	0.42	0.38	0.38	-0.38	0.38	-0.32	-0.3	0.32	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.57
7540	C020675	003	0	1.70	2	1.70	1.70	1.7	2	2	0.90	-0.90	0.85	0.85	0.85	-0.85	0.85	0.85	0.85	-0.85	0.85	-0.85	-0.8	0.85	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.00
