#Seq	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
7131	0	0.00	0	0.30	0.30	0.3	2	2	0.20	0.10	0.00	0.00	0.00	0.00	0.16	0.16	0.16	0.15	0.15	0.15	0.1	0.15	0.30	2	0.10	0.20	0.16	0.16	0.15	0.15	0.60
7132	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.04
7133	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.19
7135	0	0.00	0	0.50	0.50	0.6	1	2	0.50	0.00	0.00	0.00	0.00	0.00	0.50	0.35	0.35	0.50	0.50	0.25	0.3	0.25	0.50	1	0.00	0.50	0.50	0.50	0.50	0.50	1.20
7136	0	0.00	0	0.50	0.50	0.6	1	2	0.50	0.00	0.00	0.00	0.00	0.00	0.50	0.35	0.35	0.50	0.50	0.25	0.3	0.25	0.50	1	0.00	0.50	0.50	0.50	0.50	0.50	1.21
7137	0	0.00	0	0.50	0.50	0.6	1	2	0.50	0.00	0.00	0.00	0.00	0.00	0.50	0.35	0.35	0.50	0.50	0.25	0.3	0.25	0.50	1	0.00	0.50	0.50	0.50	0.50	0.50	1.21
7138	0	1.10	2	1.10	1.10	1.1	2	2	0.70	-0.70	0.57	0.57	0.55	-0.55	0.57	0.57	0.57	-0.55	0.55	-0.55	-0.5	0.55	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.96
7139	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.00
7140	0	0.10	1	0.40	0.40	0.5	2	3	0.30	-0.10	0.10	0.10	0.10	-0.10	0.22	0.18	0.18	0.10	0.20	0.07	0	0.13	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.74
7142	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.91
7143	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.96
7144	0	0.90	1	0.90	0.90	0.9	1	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.64	0.64	-0.90	0.90	-0.45	-0.4	0.45	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.33
7145	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.19
7146	0	0.50	2	0.50	0.50	0.6	2	3	0.40	-0.40	0.29	0.29	0.25	-0.25	0.29	0.24	0.24	-0.25	0.25	-0.17	-0.1	0.17	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.83
7147	0	1.00	2	1.10	1.10	1.2	3	3	0.90	-0.90	0.64	0.64	0.50	-0.50	0.53	0.53	0.53	-0.30	0.37	-0.30	-0.3	0.37	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.74
7148	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.00
7149	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.16
7150	0	0.00	0	0.40	0.40	0.4	1	2	0.40	0.00	0.00	0.00	0.00	0.00	0.40	0.28	0.28	0.40	0.40	0.20	0.2	0.20	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	1.15
7151	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.18
7152	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	1.11
7153	0	0.00	0	0.20	0.20	0.3	2	2	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.75
7154	0	1.80	3	3.10	3.10	3.4	7	8	0.90	-0.80	0.62	0.62	0.60	-0.60	0.54	0.50	0.50	-0.07	0.44	-0.06	0	0.39	1.30	4	0.00	0.90	0.47	0.47	0.33	0.33	0.63
7155	0	1.00	2	1.00	1.00	1	2	2	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.75
7156	0	1.60	2	1.60	1.60	1.6	2	2	0.90	-0.90	0.81	0.81	0.80	-0.80	0.81	0.81	0.81	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.01
7157	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7158	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.30
7159	0	0.40	2	1.30	1.30	1.5	4	4	0.70	-0.30	0.22	0.22	0.20	-0.20	0.40	0.40	0.40	0.12	0.33	0.12	0.1	0.33	0.90	2	0.10	0.70	0.51	0.51	0.45	0.45	0.48
7160	0	0.00	0	0.30	0.30	0.4	2	3	0.20	0.00	0.00	0.00	0.00	0.00	0.16	0.13	0.13	0.15	0.15	0.10	0.1	0.10	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.52
7162	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.04
7163	0	0.80	2	0.80	0.80	0.8	2	2	0.60	-0.60	0.45	0.45	0.40	-0.40	0.45	0.45	0.45	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.85
7164	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.93
7165	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.04
7166	0	0.70	2	1.20	1.20	1.4	4	4	0.60	-0.60	0.43	0.43	0.35	-0.35	0.37	0.37	0.37	-0.05	0.30	-0.05	0	0.30	0.50	2	0.10	0.40	0.29	0.29	0.25	0.25	0.63
7167	0	0.30	1	0.40	0.40	0.5	2	3	0.30	-0.30	0.30	0.30	0.30	-0.30	0.22	0.18	0.18	-0.10	0.20	-0.07	0	0.13	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.60
7168	0	0.60	3	0.70	0.70	0.9	4	4	0.40	-0.40	0.24	0.24	0.20	-0.20	0.22	0.22	0.22	-0.12	0.17	-0.12	-0.1	0.17	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.45
7169	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.78
7170	0	0.90	2	0.90	0.90	1	2	2	0.70	-0.70	0.51	0.51	0.45	-0.45	0.51	0.51	0.51	-0.45	0.45	-0.45	-0.5	0.45	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.81
7171	0	0.80	2	0.80	0.80	0.9	2	3	0.60	-0.60	0.45	0.45	0.40	-0.40	0.45	0.37	0.37	-0.40	0.40	-0.27	-0.3	0.27	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.78
7172	0	0.60	1	0.60	0.60	0.7	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.07
7173	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.04
7174	0	0.00	0	0.90	0.90	1	2	2	0.80	0.10	0.00	0.00	0.00	0.00	0.57	0.57	0.57	0.45	0.45	0.45	0.5	0.45	0.90	2	0.10	0.80	0.57	0.57	0.45	0.45	0.92
7175	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.98
7176	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.11
7177	0	0.60	1	0.80	0.80	1	3	3	0.60	-0.60	0.60	0.60	0.60	-0.60	0.36	0.36	0.36	-0.13	0.27	-0.13	0	0.27	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.70
7178	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.23
7179	0	1.70	2	1.70	1.70	1.7	2	2	0.90	-0.90	0.85	0.85	0.85	-0.85	0.85	0.85	0.85	-0.85	0.85	-0.85	-0.8	0.85	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.16
7180	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.09
7181	0	0.10	1	1.50	1.50	1.7	4	5	0.50	-0.10	0.10	0.10	0.10	-0.10	0.41	0.37	0.37	0.33	0.38	0.26	0.3	0.30	1.40	3	0.00	0.50	0.47	0.47	0.47	0.47	0.66
7182	0	0.00	0	0.20	0.20	0.3	2	2	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.20	2	0.10	0.10	0.10	0.10	0.10	0.10	0.58
7183	0	0.40	1	1.00	1.00	1.1	3	3	0.50	-0.40	0.40	0.40	0.40	-0.40	0.37	0.37	0.37	0.07	0.33	0.07	0	0.33	0.60	2	0.10	0.50	0.36	0.36	0.30	0.30	0.58
7184	0	0.20	1	0.20	0.20	0.3	1	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.14	0.14	-0.20	0.20	-0.10	-0.1	0.10	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.79
7185	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.26
7186	0	0.20	1	0.20	0.20	0.2	1	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.14	0.14	-0.20	0.20	-0.10	-0.1	0.10	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.14
7187	0	0.10	1	1.50	1.50	1.7	4	5	0.50	-0.10	0.10	0.10	0.10	-0.10	0.41	0.37	0.37	0.33	0.38	0.26	0.3	0.30	1.40	3	0.00	0.50	0.47	0.47	0.47	0.47	0.67
7188	0	0.40	1	0.50	0.50	0.5	2	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.29	0.29	0.29	-0.15	0.25	-0.15	-0.1	0.25	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.65
7189	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.07
7190	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.31
7191	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.45
7192	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.39
7194	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7195	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.60
7196	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.83
7198	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	1.00
7200	0	1.40	2	2.40	2.40	2.6	5	6	0.90	-0.90	0.73	0.73	0.70	-0.70	0.55	0.50	0.50	-0.08	0.48	-0.07	0	0.40	1.00	3	0.00	0.60	0.39	0.39	0.33	0.33	0.72
7201	0	1.20	4	2.40	2.40	2.7	7	8	0.80	-0.50	0.36	0.36	0.30	-0.30	0.42	0.40	0.40	0.00	0.34	0.00	0	0.30	1.20	3	0.00	0.80	0.50	0.50	0.40	0.40	0.53
7202	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7203	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.20
7204	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.60
7205	0	1.80	4	2.40	2.40	2.8	6	7	0.70	-0.70	0.49	0.49	0.45	-0.45	0.45	0.42	0.42	-0.20	0.40	-0.17	-0.2	0.34	0.60	2	0.00	0.50	0.36	0.36	0.30	0.30	0.55
7206	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.75
7207	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.87
7208	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7209	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.60
7210	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7212	0	1.30	2	1.30	1.30	1.4	2	2	0.80	-0.80	0.67	0.67	0.65	-0.65	0.67	0.67	0.67	-0.65	0.65	-0.65	-0.7	0.65	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.67
7213	0	0.80	2	1.10	1.10	1.3	3	4	0.70	-0.70	0.50	0.50	0.40	-0.40	0.44	0.38	0.38	-0.17	0.37	-0.12	-0.1	0.28	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.65
7215	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.91
7216	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7217	0	0.50	2	0.50	0.50	0.6	2	3	0.40	-0.40	0.29	0.29	0.25	-0.25	0.29	0.24	0.24	-0.25	0.25	-0.17	-0.2	0.17	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.29
7218	0	0.20	1	0.50	0.50	0.5	2	2	0.30	-0.20	0.20	0.20	0.20	-0.20	0.25	0.25	0.25	0.05	0.25	0.05	0	0.25	0.30	1	0.20	0.30	0.30	0.30	0.30	0.30	0.46
7219	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.68
7220	0	0.60	2	0.60	0.60	0.7	2	4	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.21	0.21	-0.30	0.30	-0.15	-0.1	0.15	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.66
7221	0	0.60	2	0.60	0.60	0.6	2	2	0.40	-0.40	0.32	0.32	0.30	-0.30	0.32	0.32	0.32	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.65
7222	0	0.00	0	0.00	0.00	0.1	0	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7223	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.60
7224	0	1.40	2	1.40	1.40	1.4	2	2	0.80	-0.80	0.71	0.71	0.70	-0.70	0.71	0.71	0.71	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.89
7225	0	1.00	2	1.50	1.50	1.5	4	4	0.80	-0.80	0.58	0.58	0.50	-0.50	0.45	0.45	0.45	-0.12	0.38	-0.12	-0.1	0.38	0.50	2	0.20	0.30	0.25	0.25	0.25	0.25	0.65
7226	0	1.20	2	1.20	1.20	1.3	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.83
7227	0	1.00	3	1.00	1.00	1.1	3	3	0.70	-0.70	0.42	0.42	0.33	-0.33	0.42	0.42	0.42	-0.33	0.33	-0.33	-0.3	0.33	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.68
7228	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.91
7229	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.31
7230	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.25
7231	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.27
7232	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7233	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.40
7234	0	0.80	1	1.00	1.00	1	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.58	0.58	0.58	-0.30	0.50	-0.30	-0.3	0.50	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.73
7235	0	1.60	2	4.80	4.80	5.3	8	10	0.90	-0.80	0.80	0.80	0.80	-0.80	0.64	0.58	0.58	0.20	0.60	0.16	0.1	0.48	3.20	6	0.00	0.90	0.58	0.58	0.53	0.53	0.71
7236	0	1.20	3	1.50	1.50	1.6	4	5	0.60	-0.60	0.43	0.43	0.40	-0.40	0.40	0.36	0.36	-0.23	0.38	-0.18	-0.2	0.30	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.58
7237	0	0.40	1	0.40	0.40	0.5	1	2	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.28	0.28	-0.40	0.40	-0.20	-0.2	0.20	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.86
7238	0	0.50	1	1.00	1.00	1.1	3	3	0.50	-0.50	0.50	0.50	0.50	-0.50	0.36	0.36	0.36	0.00	0.33	0.00	0	0.33	0.50	2	0.20	0.30	0.25	0.25	0.25	0.25	0.64
7239	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.90
7240	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.03
7241	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.18
7242	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.35
7243	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.20
7245	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.12
7246	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.06
7247	0	0.10	1	0.90	0.90	1.2	4	6	0.50	-0.10	0.10	0.10	0.10	-0.10	0.28	0.23	0.23	0.18	0.23	0.12	0.1	0.15	0.80	3	0.00	0.50	0.32	0.32	0.27	0.27	0.59
7248	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.86
7249	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.93
7250	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.19
7251	0	0.40	2	0.40	0.40	0.4	2	2	0.30	-0.30	0.22	0.22	0.20	-0.20	0.22	0.22	0.22	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.80
7252	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.20
7253	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.14
